Area,Intrusion_Name, Length, Danger_Level, Shortest_Dist_Wire, Volume, Date, Start_Point_X,Start_Point_Y,End_Point_X,End_PointvY,POINT-X,POINT-Y,Total_Length
Hegsetfoss,294,10.97,U2,3.46,17.66,8/10/2021,608497.6,7008888.3,608507.4,7008898.3,608497.7,7008895.2,13.95
Hegsetfoss,295,6.46,U2,3.94,7.36,8/10/2021,608515.7,7008906.8,608521.2,7008912.4,608523.7,7008907.4,7.83
Hegsetfoss,296,1.49,U2,3.7,1.34,8/10/2021,608526,7008917.3,608527,7008918.4,608529.9,7008914,1.49
Hegsetfoss,297,1.96,U2,4.24,0.96,8/10/2021,608530.8,7008922.2,608532.1,7008923.6,608535.4,7008919.3,1.96
Hegsetfoss,298,1.69,U3,4.38,0.7,8/10/2021,608550.8,7008942.7,608552.7,7008944.7,608547,7008947.1,2.78
Hegsetfoss,299,3.45,U2,3.69,10.75,8/10/2021,608570.7,7008962.5,608575,7008966.7,608575.1,7008960.2,6.05
Hegsetfoss,300,1.1,U3,4.42,0.38,8/10/2021,608580.2,7008971.9,608581,7008972.7,608582.6,7008970.2,1.1
Hegsetfoss,301,0.31,U3,4.92,0.19,8/10/2021,608586.7,7008978.3,608587.6,7008979.2,608582.9,7008982.2,1.23
Hegsetfoss,302,0.34,U2,4.85,0.06,8/10/2021,608616.5,7009006.6,608616.8,7009006.8,608612.6,7009011.5,0.34
Hegsetfoss,303,8.71,U1,2.16,59.84,8/10/2021,608620.7,7009010,608627.4,7009015.6,608622.5,7009015.1,8.71
Hegsetfoss,304,37.99,U1,2.12,171.97,8/10/2021,608634.5,7009021.5,608667,7009048.6,608645.8,7009026.5,42.27
Hegsetfoss,305,2.77,U3,3.53,4.93,8/10/2021,608676.3,7009056.3,608678.5,7009058.1,608674.3,7009060.3,2.77
Hegsetfoss,306,7,U2,3.38,13.57,8/10/2021,608682.5,7009061.4,608687.9,7009065.8,608683.8,7009068.3,7
Hegsetfoss,307,2.73,U2,3.97,2.18,8/10/2021,608693.1,7009070,608695.2,7009071.7,608690.1,7009073.9,2.73
Hegsetfoss,308,15.51,U1,2.87,56.51,8/10/2021,608701.6,7009076.9,608713.6,7009086.7,608709.1,7009077.6,15.51
Hegsetfoss,309,24.38,U2,3.17,41.98,8/10/2021,608721.6,7009093.3,608741.7,7009109.7,608736.5,7009099.7,26.05
Hegsetfoss,310,2.92,U2,4.08,4.48,8/10/2021,608745.8,7009113,608749.1,7009115.7,608751.4,7009110.9,4.26
Hegsetfoss,311,7.33,U1,2.69,28.99,8/10/2021,608759.1,7009130.7,608762.6,7009137.1,608756.9,7009135.1,7.33
Hegsetfoss,312,1.9,U2,4.25,2.18,8/10/2021,608767.9,7009146.8,608768.9,7009148.4,608773.4,7009145.3,1.9
Hegsetfoss,313,4.04,U2,3.36,6.21,8/10/2021,608781.8,7009171.8,608783.8,7009175.3,608779.4,7009176.4,4.04
Hegsetfoss,314,13.54,U2,2.99,42.56,8/10/2021,608794.2,7009194.1,608803.5,7009210.6,608792.3,7009199.1,18.91
Hegsetfoss,315,27.22,U1,2.67,19.71,8/10/2021,608816.2,7009232.7,608842.6,7009278.5,608836,7009260.8,52.82
Hegsetfoss,316,0.2,U3,4.84,0.06,8/10/2021,608852.6,7009295.8,608852.7,7009296,608857.8,7009293.1,0.2
Hegsetfoss,317,0.97,U2,4.51,0.45,8/10/2021,608863.5,7009314.7,608864,7009315.5,608868.8,7009312.1,0.97
Hegsetfoss,318,0.24,U3,4.78,0.06,8/10/2021,614451.6,6999632.5,614451.9,6999632.4,614453.3,6999637.2,0.24
Hegsetfoss,319,0.96,U2,4.67,0.83,8/10/2021,614509.9,6999614.2,614510.8,6999613.9,614511.8,6999619,0.96
Hegsetfoss,320,3.22,U2,4.41,1.66,8/10/2021,614569,6999595.5,614575.1,6999593.6,614570.9,6999600.2,6.39
Hegsetfoss,321,1.13,U2,4.71,0.45,8/10/2021,614644,6999579.3,614645.1,6999579.2,614645.3,6999584.6,1.13
Hegsetfoss,322,11.75,U2,3.03,34.37,8/10/2021,614807.5,6999589.7,614841.8,6999595,614840.7,6999598.4,34.74
Hegsetfoss,323,2,U2,4.29,1.73,8/10/2021,614865.1,6999598.7,614868.3,6999599.2,614867.3,6999603.6,3.18
Hegsetfoss,324,2.07,U3,4.57,1.02,8/10/2021,614875.2,6999600.3,614882.3,6999601.4,614875.2,6999605.3,7.22
Hegsetfoss,325,0.38,U3,4.79,0.13,8/10/2021,615033.9,6999603.2,615034.3,6999603.2,615034.4,6999597.9,0.38
Hegsetfoss,326,1.12,U2,4.71,0.96,8/10/2021,615065.5,6999605.9,615066.6,6999606,615066.6,6999600.7,1.12
Hegsetfoss,327,2.05,U3,4.74,0.7,8/10/2021,615072.1,6999606.4,615074.1,6999606.6,615073.7,6999602,2.05
Hegsetfoss,328,0.61,U3,4.86,0.13,8/10/2021,615316.9,6999571.3,615317.5,6999571.2,615318.3,6999576.4,0.61
Hegsetfoss,329,4.37,U2,4.43,2.5,8/10/2021,615512.3,6999541.8,615520.4,6999540.6,615513.1,6999535.9,8.19
Hegsetfoss,330,16.2,U2,3.35,71.1,8/10/2021,615537.1,6999538.1,615558.4,6999535,615557.5,6999539.9,21.56
Hegsetfoss,331,1.98,U3,4.35,1.54,8/10/2021,615572.3,6999533,615574.2,6999532.7,615573.2,6999537.4,1.98
Hegsetfoss,332,14.84,U2,3.25,35.78,8/10/2021,615597.8,6999529.3,615616.7,6999526.5,615607.7,6999532.5,19.04
Hegsetfoss,333,5.15,U2,3.58,27.97,8/10/2021,615631.6,6999524.4,615636.7,6999523.6,615633.6,6999529,5.15
Hegsetfoss,334,5.77,U1,2.96,15.87,8/10/2021,615644.9,6999522.4,615650.6,6999521.6,615646.2,6999517.7,5.77
Hegsetfoss,335,5.18,U1,2.58,30.72,8/10/2021,615725.9,6999510.3,615734.2,6999509.8,615728.3,6999505.7,8.35
Hegsetfoss,336,9.52,U2,3.2,34.05,8/10/2021,616143.9,6999542.2,616154.2,6999543.8,616145.7,6999547.2,10.38
Hegsetfoss,337,1.73,U3,6.83,10.24,8/10/2021,616201,6999551.3,616202.7,6999551.6,616200.4,6999559.2,1.73
Hegsetfoss,338,13.49,U3,3,39.87,8/10/2021,616224.8,6999555.2,616240,6999557.7,616231.8,6999559.9,15.38
Hegsetfoss,339,5.57,U2,3.81,7.36,8/10/2021,616260.9,6999561.2,616269,6999562.5,616261.8,6999566.6,8.14
Hegsetfoss,340,2.08,U3,4.66,1.54,8/10/2021,616284,6999565,616286.1,6999565.3,616284.5,6999570.8,2.08
Hegsetfoss,341,4.04,U1,2.21,19.33,8/10/2021,616359.9,6999577.4,616363.7,6999578.8,616362.8,6999574.3,4.04
Hegsetfoss,342,3.72,U2,3.9,6.91,8/10/2021,616451.9,6999639.9,616458.9,6999644.7,616461.2,6999639.8,8.49
Hegsetfoss,343,4.64,U3,3.85,7.17,8/10/2021,616492,6999667.7,616497.6,6999671.6,616493.5,6999674.8,6.79
Hegsetfoss,344,2.83,U3,4.51,1.86,8/10/2021,616511.3,6999681.1,616514.3,6999683.2,616508.3,6999685.7,3.64
Hegsetfoss,345,1.02,U3,4.73,0.26,8/10/2021,616753.8,6999849.1,616754.6,6999849.6,616757.9,6999844.5,1.02
Hegsetfoss,346,0.84,U3,4.73,0.32,8/10/2021,616815.4,6999891.4,616816.1,6999891.8,616818.6,6999887,0.84
Hegsetfoss,347,2.8,U2,3.68,7.74,8/10/2021,616821.3,6999895.5,616823.6,6999897.1,616825.2,6999892,2.8
Hegsetfoss,348,2.53,U3,4.48,1.28,8/10/2021,616852.6,6999917.3,616854.7,6999918.7,616857.1,6999913.2,2.53
Hegsetfoss,349,1.85,U3,3.83,1.86,8/10/2021,617101.3,7000090,617102.8,7000091.1,617105,7000085.6,1.85
Hegsetfoss,350,7.27,U3,4.06,8.83,8/10/2021,617265.1,7000299.7,617267.2,7000308,617260.4,7000303.2,8.6
Hegsetfoss,351,1.13,U2,4.6,0.9,8/10/2021,617273.6,7000332.7,617273.9,7000333.8,617279.5,7000331.9,1.13
Hegsetfoss,352,3.23,U2,4.17,2.5,8/10/2021,617276.6,7000344.2,617277.4,7000347.3,617282.6,7000345.4,3.23
Hegsetfoss,353,8.84,U3,3.82,11.33,8/10/2021,617295,7000412.1,617297.4,7000421.2,617291,7000416.2,9.39
Hegsetfoss,354,2.6,U2,4.19,1.6,8/10/2021,617300.2,7000431.6,617303.6,7000443.9,617296.8,7000440.9,12.8
Hegsetfoss,355,0.05,U3,4.94,0.06,8/10/2021,617313.7,7000482.4,617313.7,7000482.5,617319.9,7000480.8,0.05
Hegsetfoss,356,5.28,U2,3.26,17.34,8/10/2021,617326,7000529.7,617327.3,7000534.8,617322.3,7000533.1,5.28
Hegsetfoss,357,25.62,U2,3.29,69.7,8/10/2021,617307,7000569.8,617287.8,7000586.7,617304.2,7000578.1,25.62
Hegsetfoss,358,20.68,U1,2.9,38.98,8/10/2021,617277.9,7000595.5,617255.9,7000615,617267.7,7000611,29.35
Hegsetfoss,359,2.77,U3,4.24,3.78,8/10/2021,617239.7,7000629.3,617237.6,7000631.1,617235.2,7000626.2,2.77
Hegsetfoss,360,4.04,U2,4.45,2.62,8/10/2021,617232.6,7000635.6,617228.5,7000639.2,617227.2,7000632.3,5.4
Hegsetfoss,361,5.84,U2,4.07,6.08,8/10/2021,617222.7,7000644.3,617213.3,7000651.3,617214.6,7000643.1,11.68
Hegsetfoss,362,7.49,U2,3.9,7.87,8/10/2021,617208.1,7000655.1,617197.4,7000662.9,617197.3,7000656.6,13.19
Hegsetfoss,363,12.18,U1,2.09,58.82,8/10/2021,606441.7,7008450.4,606446.9,7008461.4,606442.2,7008458.4,12.18
Hegsetfoss,364,1.16,U3,4.45,0.77,8/10/2021,606449.8,7008467.5,606450.5,7008469.1,606446,7008470.5,1.77
Hegsetfoss,365,4.87,U2,3.89,4.74,8/10/2021,606454.4,7008477.4,606458.4,7008486,606461.8,7008480.8,9.44
Hegsetfoss,366,39.78,U1,2.03,149.63,8/10/2021,606463.1,7008495.9,606487.8,7008534.4,606464.6,7008506.2,47.23
Hegsetfoss,367,3.27,U2,4.16,2.56,8/10/2021,606549.8,7008569.3,606552.7,7008570.9,606554.9,7008566,3.27
Hegsetfoss,368,2.06,U3,4.73,0.77,8/10/2021,606743.4,7008601.3,606745.5,7008601.4,606745.2,7008597.9,2.06
Hegsetfoss,369,5.22,U2,4.06,4.67,8/10/2021,606783.3,7008604.1,606792.5,7008604.8,606784.5,7008598.7,9.27
Hegsetfoss,370,15.94,U1,2.07,47.36,8/10/2021,606845.7,7008608.5,606868.3,7008610.2,606849.1,7008612.3,22.72
Hegsetfoss,371,1.91,U3,4.45,0.7,8/10/2021,606873.7,7008610.6,606878,7008610.9,606877.8,7008613.1,4.33
Hegsetfoss,372,0.22,U2,4.85,0.13,8/10/2021,606897.7,7008612.5,606897.9,7008612.5,606898.2,7008606.2,0.22
Hegsetfoss,373,24.44,U1,2.19,116.54,8/10/2021,606913.9,7008613.8,606952.1,7008616.8,606920.3,7008617.5,38.29
Hegsetfoss,374,55.28,U1,1.85,193.02,8/10/2021,607014.8,7008621.7,607079.4,7008645.9,607068.5,7008632.1,72.56
Hegsetfoss,375,81.63,U1,2.14,253.5,8/10/2021,607099,7008663.1,607169.3,7008724.4,607123.2,7008689,93.26
Hegsetfoss,376,3.9,U3,4.57,1.79,8/10/2021,607173.4,7008728,607176.3,7008730.5,607172.3,7008730.3,3.9
Hegsetfoss,377,4.78,U3,4.12,4.16,8/10/2021,607402.2,7008927.8,607405.8,7008931,607409,7008926.4,4.78
Hegsetfoss,378,40.3,U2,3.14,87.17,8/10/2021,607410.3,7008934.8,607443.2,7008972.8,607433.5,7008968.1,50.43
Hegsetfoss,379,4.17,U2,3.33,15.87,8/10/2021,607566.5,7009125.1,607569.1,7009128.4,607563.8,7009129,4.17
Hegsetfoss,380,29.46,U1,2.46,89.28,8/10/2021,607573.3,7009133.5,607596.6,7009162.4,607577.1,7009144.4,37.15
Hegsetfoss,381,11.29,U3,3.9,15.55,8/10/2021,607601.9,7009169,607610.2,7009179.5,607604,7009174.9,13.36
Hegsetfoss,382,6.04,U1,2.89,20.22,8/10/2021,610218,7007810.6,610217.4,7007804.6,610214.3,7007808.9,6.04
Hegsetfoss,383,0.72,U2,4.41,0.26,8/10/2021,610216.7,7007798.5,610216.7,7007797.8,610221.8,7007797.5,0.72
Hegsetfoss,384,39.47,U1,2.05,180.74,8/10/2021,609743.5,7008759.2,609754.3,7008720.5,609749.5,7008750.4,40.25
Hegsetfoss,385,1.29,U3,4.39,1.28,8/10/2021,609788.7,7008598.3,609789.7,7008595,609783.9,7008594.5,3.44
Hegsetfoss,386,8.7,U2,3.38,22.02,8/10/2021,609800.8,7008555.5,609803.5,7008546.2,609798.2,7008548.9,9.63
Hegsetfoss,387,195.72,U1,1.7,1405.12,8/10/2021,609812.2,7008515,609802.4,7008333.2,609819.7,7008499.3,201.31
Hegsetfoss,388,19.61,U1,2.9,93.06,8/10/2021,609794.5,7008322.8,609782.3,7008306.8,609789.4,7008307.3,20.13
Hegsetfoss,389,23.32,U1,2.46,118.21,8/10/2021,609716.6,7008221.7,609702.4,7008203.3,609717.5,7008214.2,23.32
Hegsetfoss,390,53.46,U1,1.75,393.22,8/10/2021,609603.8,7008075.6,609564.4,7008038.3,609573.3,7008040.2,54.57
Hegsetfoss,391,22.84,U1,2.05,174.72,8/10/2021,609529.2,7008009.6,609509.2,7007993.2,609509.7,7007998.2,25.98
Hegsetfoss,392,0.07,U3,4.93,0.06,8/10/2021,608241.1,7008497,608241.1,7008497,608241.8,7008497.5,0.07
Hegsetfoss,393,12.73,U2,3.19,19.97,8/10/2021,608207.5,7008544.3,608197.2,7008558.8,608205.8,7008551.9,17.81
Hegsetfoss,394,1.6,U3,4.68,0.7,8/10/2021,608187.5,7008572.5,608186.6,7008573.8,608181.7,7008570.3,1.6
Hegsetfoss,395,5.64,U2,4.11,3.14,8/10/2021,608181.4,7008581.3,608172.3,7008594.3,608174.7,7008579.8,15.86
Hegsetfoss,396,3.21,U3,4.46,1.86,8/10/2021,608161.8,7008609.2,608159.7,7008612.3,608156,7008609,3.74
Hegsetfoss,397,5.51,U3,3.49,14.66,8/10/2021,607955,7008905.5,607951.8,7008910,607952.7,7008907.4,5.51
Hegsetfoss,398,0.66,U3,4.75,0.13,8/10/2021,607940.8,7008925.8,607940.4,7008926.3,607936.7,7008923.5,0.66
Hegsetfoss,399,5.02,U3,3.98,4.16,8/10/2021,607935.7,7008933,607928,7008944.1,607931.2,7008935.3,13.54
Hegsetfoss,400,3.89,U2,4.43,3.9,8/10/2021,607849,7009049.7,607846.1,7009052.4,607843.4,7009045.9,3.89
Hegsetfoss,401,5.64,U2,4.31,6.14,8/10/2021,607838.8,7009059.1,607831.9,7009065.4,607828.3,7009060.1,9.3
Hegsetfoss,402,9.49,U1,1.61,53.57,8/10/2021,607768.3,7009123.9,607761.3,7009130.3,607763.7,7009123.3,9.49
Hegsetfoss,403,0.73,U3,4.76,0.58,8/10/2021,617190.3,6997255.5,617189.5,6997256.4,617185.5,6997252,1.24
Hegsetfoss,404,1.36,U3,4,1.6,8/10/2021,617178.1,6997267.7,617177.1,6997268.6,617180.1,6997270.3,1.36
Hegsetfoss,405,1.46,U3,3.55,1.66,8/10/2021,617148.8,6997296.7,617147.7,6997297.7,617145.1,6997294.6,1.46
Hegsetfoss,406,2.19,U3,3.81,2.69,8/10/2021,617139.3,6997306,617137.8,6997307.6,617134.6,6997304,2.19
Hegsetfoss,407,8.9,U2,3.61,19.01,8/10/2021,617129.8,6997315.4,617120.7,6997324.5,617124.1,6997314.1,12.81
Hegsetfoss,408,2.61,U3,3.77,3.97,8/10/2021,617098.4,6997374.9,617097.6,6997377.4,617094.4,6997374.9,2.61
Hegsetfoss,409,4.29,U3,3.31,6.78,8/10/2021,617094.6,6997386.3,617092.8,6997391.5,617089.8,6997389.5,5.52
Hegsetfoss,410,3.83,U3,4.27,2.62,8/10/2021,617080.2,6997428.7,617077.4,6997436.8,617084.8,6997432.1,8.57
Hegsetfoss,411,9.45,U1,1.81,50.11,8/10/2021,617070.6,6997456.6,617067.5,6997465.6,617072.7,6997459.2,9.45
Hegsetfoss,412,2.9,U3,3.37,9.6,8/10/2021,617062.8,6997479.3,617061.9,6997482.1,617058.4,6997478.8,2.9
Hegsetfoss,413,6.25,U1,2.46,23.23,8/10/2021,617035.1,6997560.9,617033.1,6997566.8,617037.7,6997563.9,6.25
Hegsetfoss,414,3.5,U3,3.93,3.46,8/10/2021,617030.7,6997573.8,617027.3,6997583.7,617023.4,6997581.4,10.4
Hegsetfoss,415,2.49,U3,3.81,3.52,8/10/2021,617024.7,6997591.5,617023.9,6997593.8,617021.1,6997591.8,2.49
Hegsetfoss,416,2.86,U3,3.24,4.48,8/10/2021,617017.7,6997612.1,617016.8,6997614.8,617013.5,6997612.2,2.86
Hegsetfoss,417,58.62,U1,2.54,194.56,8/10/2021,617002.7,6997656.4,616977,6997732.5,616989.6,6997683.5,80.34
Hegsetfoss,418,47.1,U1,1.83,284.99,8/10/2021,616974.3,6997740.3,616957.7,6997789.6,616967.1,6997754,52.03
Hegsetfoss,419,2.53,U3,3.55,5.38,8/10/2021,616954.4,6997799.3,616952.1,6997806.2,616958.9,6997801.5,7.24
Hegsetfoss,420,0.73,U3,4.5,0.26,8/10/2021,616950.4,6997811.2,616950.2,6997811.9,616955.1,6997813.4,0.73
Hegsetfoss,421,8.88,U1,2.99,12.67,8/10/2021,616948.1,6997818.1,616942.4,6997834.9,616946.5,6997836.4,17.76
Hegsetfoss,422,6.44,U1,2.02,26.88,8/10/2021,616939,6997844.6,616936.9,6997850.7,616940.9,6997849.8,6.44
Hegsetfoss,423,6.46,U1,1.31,36.16,8/10/2021,616927.3,6997878.7,616925.2,6997884.8,616924.3,6997879.4,6.46
Hegsetfoss,424,7.77,U3,3.32,9.86,8/10/2021,616921.6,6997895.3,616916.6,6997909.9,616913.8,6997906.6,15.47
Hegsetfoss,425,3.42,U1,2.81,8.19,8/10/2021,616910,6997929.8,616908.9,6997933,616906,6997929.5,3.42
Hegsetfoss,426,19.31,U1,1.47,92.74,8/10/2021,616900.3,6997958.7,616893.3,6997979.8,616901,6997966.3,22.22
Hegsetfoss,427,3.17,U2,3.72,4.74,8/10/2021,616890.4,6997988.4,616889.4,6997991.4,616885.2,6997988,3.17
Hegsetfoss,428,1.01,U3,3.33,2.11,8/10/2021,616886.1,6998001.1,616885.8,6998002.1,616890.4,6998003.4,1.01
Hegsetfoss,429,5.56,U2,3.17,21.06,8/10/2021,616883.6,6998008.5,616881.8,6998013.7,616887.4,6998011.5,5.56
Hegsetfoss,430,6.36,U1,2.4,32.51,8/10/2021,616879.3,6998021,616877.2,6998027,616874.1,6998024.4,6.36
Hegsetfoss,431,6.32,U2,3.54,16.58,8/10/2021,616871.6,6998043.4,616867.6,6998055.1,616873.4,6998053.8,12.3
Hegsetfoss,432,2.22,U2,3.5,7.23,8/10/2021,618092,6998677.2,618090.4,6998682.7,618096.2,6998680,5.7
Hegsetfoss,433,40.05,U2,3.08,117.89,8/10/2021,618088.3,6998689.8,618073,6998741.8,618091.1,6998696.4,54.21
Hegsetfoss,434,0.05,U3,4.92,0.13,8/10/2021,618036.8,6998864.6,618036.7,6998865.2,618030.8,6998863.5,0.63
Hegsetfoss,435,14.65,U2,3.2,29.63,8/10/2021,618034.4,6998872.9,618028.4,6998893.2,618029,6998876,21.2
Hegsetfoss,436,7.71,U3,4.1,9.22,8/10/2021,618013.4,6998943.4,618007.9,6998961.8,618007.6,6998945.5,19.13
Hegsetfoss,437,6.68,U3,3.5,9.98,8/10/2021,617984.4,6999039.6,617981.5,6999049.2,617987.4,6999041.3,10.06
Hegsetfoss,438,2.14,U2,4.48,2.75,8/10/2021,617979.9,6999054.3,617978.2,6999060,617984.7,6999057.9,5.96
Hegsetfoss,439,13.57,U2,3.68,24.38,8/10/2021,615678.6,6999827.7,615674.2,6999808.9,615682,6999820.3,19.39
Hegsetfoss,440,1.56,U2,4.7,0.77,8/10/2021,615632.2,6999629.3,615632.4,6999627.8,615626.4,6999628.2,1.56
Hegsetfoss,441,6.32,U2,3.52,25.98,8/10/2021,615643.2,6999536.7,615644,6999530.4,615638.2,6999533.2,6.32
Hegsetfoss,442,5.21,U1,2.62,20.8,8/10/2021,610716.3,7007312.9,610720.3,7007316.2,610715.7,7007317.8,5.21
Hegsetfoss,443,5.89,U2,3.94,12.67,8/10/2021,610727,7007321.6,610731.6,7007325.3,610724.2,7007326.8,5.89
Hegsetfoss,444,1.25,U3,4.43,0.77,8/10/2021,610815.8,7007393.3,610816.8,7007394,610812.6,7007398.6,1.25
Hegsetfoss,445,6.23,U2,3.35,14.66,8/10/2021,606926.8,7008613.9,606928.4,7008601.7,606922.7,7008606.2,12.35
Hegsetfoss,446,3.72,U2,3.02,21.63,8/10/2021,606930.6,7008585.3,606931.1,7008581.6,606926.6,7008582.9,3.72
Hegsetfoss,447,7.92,U2,3.74,15.36,8/10/2021,606934.5,7008555.8,606935.9,7008545.2,606940.2,7008549.5,10.69
Hegsetfoss,448,35.25,U1,2.23,123.58,8/10/2021,606936.6,7008540.2,606942.1,7008499.1,606941.9,7008526.8,41.44
Hegsetfoss,449,9.73,U3,3.5,8.58,8/10/2021,606952,7008425.7,606955.1,7008403,606953.6,7008409.6,22.99
Hegsetfoss,450,4.45,U1,1.88,4.16,8/10/2021,606959,7008374.6,606961.3,7008357.3,606961.3,7008373.1,17.41
Hegsetfoss,451,10.34,U2,3.2,63.42,8/10/2021,616208.6,6999570.1,616205.3,6999557.6,616212.5,6999566.6,12.87
Hegsetfoss,452,34.25,U1,2.27,375.42,8/10/2021,609877.2,7008427.6,609846.4,7008390.8,609866.8,7008421.2,48.02
